Protein,OG,TSG,Fusion,Label
4HRM,0.784115851,0.215764701,0.000119435,OG
4HRN,0.898366988,0.101633027,1.91E-09,OG
4HXK,0.987506092,0.005787525,0.00670639,OG
4HXL,0.991041243,0.008932482,2.63E-05,OG
4HXM,0.667940855,0.069830306,0.262228876,OG
4HXN,0.070970781,0.92902422,5.03E-06,TSG
4HXO,0.988702238,0.01129373,4.05E-06,OG
4HXP,0.884697855,0.114908621,0.000393532,OG
4HXR,0.135957748,0.863986731,5.55E-05,TSG
4HXS,0.001887021,0.998110414,2.56E-06,TSG
4I0R,0.999999046,3.03E-07,6.75E-07,OG
4I0S,0.807622612,0.19009842,0.002278937,OG
4I0T,0.999925792,7.25E-05,1.66E-06,OG
4I1P,0.875984013,0.124015979,3.96E-08,OG
4I1R,0.000142349,0.999857128,5.21E-07,TSG
4I41,0.975381374,0.024612075,6.56E-06,OG
4IAA,0.554321885,0.445675492,2.62E-06,OG
4IOO,0.999644279,5.32E-05,0.000302485,OG
4IOQ,0.101391971,0.897890806,0.000717224,TSG
4IOR,0.825484037,0.174058974,0.000457014,OG
4IRG,0.007089594,0.894223094,0.098687328,TSG
4IRH,0.072480492,0.925793648,0.00172586,TSG
4IRI,0.99420917,0.005790498,3.21E-07,OG
4IVA,0.999935806,6.19E-06,5.80E-05,OG
4J0R,0.978896379,0.000457458,0.020646136,OG
4J0S,0.700978458,0.298293382,0.000728169,OG
4J23,0.998426318,0.001503322,7.03E-05,OG
4J3I,0.896171629,0.101930365,0.001898027,OG
4J95,0.00685852,0.993129253,1.22E-05,TSG
4J96,1,3.12E-09,1.52E-11,OG
4J97,0.0150261,0.07605239,0.90892154,Fusion
4J98,1,3.27E-09,7.16E-11,OG
4J99,0.04190338,0.957567036,0.000529613,TSG
4JI9,0.960845351,0.03915466,4.13E-09,OG
4JIA,2.69E-08,1,2.09E-09,TSG
4JOA,0.997605979,0.002394015,1.33E-09,OG
4JVG,0.558674932,0.098108411,0.343216658,OG
4JX3,0.053327188,0.946672797,3.25E-08,TSG
4JX7,0.914014637,0.085619263,0.000366059,OG
4K0Y,0.123514757,0.876437187,4.80E-05,TSG
4K18,0.640259027,0.359606445,0.000134522,OG
4K1B,0.999997854,2.13E-06,7.09E-09,OG
4K33,0.000135533,0.94025737,0.059607111,TSG
4KFZ,0.241645202,0.75734061,0.001014222,TSG
4KSP,0.998483956,0.001510936,5.11E-06,OG
4KSQ,0.997969687,0.001188584,0.000841714,OG
4KV1,0.999990642,5.69E-06,3.68E-06,OG
4KV4,0.995771468,5.77E-05,0.004170799,OG
4LJN,0.999657393,0.000317248,2.53E-05,OG
4LK9,0.038305338,2.36E-11,0.961694658,Fusion
4LKA,0.823885441,5.14E-06,0.176109448,OG
4LL5,0.948071003,0.051809095,0.000119929,OG
4LLB,0.999998271,1.63E-09,1.73E-06,OG
4LM5,0.998166859,0.001831544,1.58E-06,OG
4LMU,0.916892946,0.083106369,7.02E-07,OG
4LR6,0.996659398,0.003282821,5.78E-05,OG
4LRG,0.324759543,0.675239682,7.57E-07,TSG
4LYI,0.003177613,0.890996337,0.10582605,TSG
4LYS,0.672360778,0.322933227,0.004705992,OG
4LYW,0.999908447,8.40E-05,7.52E-06,OG
4LZR,0.006087213,0.993912756,7.40E-10,TSG
4LZS,0.405223399,0.593238711,0.001537908,TSG
4MBI,0.00759676,0.992396235,6.98E-06,TSG
4MBJ,1,7.39E-10,1.94E-09,OG
4MBL,0.543377519,0.456450611,0.000171869,OG
4MED,0.978107452,0.021892577,4.56E-10,OG
4MEN,0.582631707,0.417140663,0.000227657,OG
4MEO,0.995043576,0.004955488,9.63E-07,OG
4MEP,0.992622495,0.007374975,2.52E-06,OG
4MEQ,0.127522945,0.871810853,0.000666212,TSG
4MKC,0.99999994,3.78E-08,5.67E-10,OG
4MNE,0.996954679,0.001524242,0.001521096,OG
4MNF,0.999999166,7.11E-07,1.20E-07,OG
4MR3,0.748472869,0.251526296,8.16E-07,OG
4MR4,0.978411317,0.014349331,0.007239376,OG
4MTA,0.998736799,0.001263184,8.72E-09,OG
4N6Y,0.962242067,0.021193346,0.01656458,OG
4N6Z,0.998455346,0.001544635,5.06E-09,OG
4N70,0.999952078,4.79E-05,4.34E-11,OG
4NK9,0.999779522,0.000219076,1.39E-06,OG
4NKA,0.99999994,3.48E-08,1.08E-08,OG
4NKS,0.953077614,0.046892416,3.00E-05,OG
4NQM,0.999259233,0.000680347,6.04E-05,OG
4NR8,0.999999762,4.56E-08,1.84E-07,OG
4NUC,0.999780357,0.000219561,1.05E-07,OG
4NUD,0.99999994,6.70E-08,2.02E-08,OG
4NUE,0.999965727,3.42E-05,1.09E-07,OG
4O70,8.69E-06,0.999991298,5.21E-09,TSG
4O71,0.023826409,0.976172447,1.16E-06,TSG
4O72,0.998685956,0.001308733,5.30E-06,OG
4O74,0.458845705,0.03675095,0.504403353,Fusion
4O75,0.578944445,0.415648222,0.005407286,OG
4O76,0.999970317,2.96E-05,7.06E-08,OG
4O77,0.998248816,0.001548417,0.000202762,OG
4O78,0.000229238,0.999770701,7.30E-08,TSG
4O7A,0.970989406,0.028860858,0.000149743,OG
4O7B,0.995053291,0.004946013,6.69E-07,OG
4O7C,0.314092934,0.052232597,0.633674443,Fusion
4O7E,0.000778655,0.899824739,0.099396624,TSG
4O7F,0.999999881,7.82E-08,1.70E-08,OG
4OGI,0.90385586,0.091164984,0.004979139,OG
4OGJ,0.983118474,0.001469637,0.01541189,OG
4P7E,1,1.79E-08,1.73E-09,OG
4PCE,0.845370114,0.153624564,0.001005345,OG
4PCI,0.979314983,0.019619945,0.001065057,OG
4PP7,1,2.40E-12,3.95E-11,OG
4PS5,0.000116432,0.655650377,0.344233215,TSG
4PUZ,0.999976277,2.37E-05,1.48E-08,OG
4PV0,0.999971867,5.57E-07,2.76E-05,OG
4PX6,0.999999702,2.90E-07,5.28E-09,OG
4QB3,0.004745938,0.995251596,2.48E-06,TSG
4QCI,0.929690838,0.069477528,0.000831657,OG
4QMG,0.000364347,0.999598324,3.73E-05,TSG
4QR3,0.88791424,0.083399259,0.028686514,OG
4QR4,0.006983239,0.008962578,0.984054208,Fusion
4QR5,0.614575326,0.382697016,0.002727655,OG
4QZS,0.941288471,0.058354493,0.000357029,OG
4R5Y,0.99998945,1.05E-05,2.35E-09,OG
4RBL,0.859932899,0.140067071,2.37E-09,OG
4RC2,0.173992857,0.825981021,2.61E-05,TSG
4RC3,0.988022208,0.011974871,2.91E-06,OG
4RC4,0.999945402,5.44E-05,1.84E-07,OG
4RPV,0.157923222,0.842051208,2.55E-05,TSG
4RSS,1,5.27E-10,1.87E-13,OG
4RWI,0.994519651,0.005471673,8.69E-06,OG
4RWJ,0.971352398,0.028482689,0.000164908,OG
4RWK,0.999718964,0.000281057,6.45E-09,OG
4RWL,0.999998569,2.07E-07,1.20E-06,OG
4RX7,1,4.86E-10,1.17E-09,OG
4RX8,0.999999523,3.74E-07,1.25E-07,OG
4RX9,0.99999994,5.45E-08,5.40E-09,OG
4RXJ,0.045710236,0.915173054,0.039116714,TSG
4RZV,0.010183116,0.989816844,1.37E-08,TSG
4RZW,1,1.14E-12,5.84E-13,OG
4TT7,0.999888778,0.000111211,2.54E-08,OG
4TTH,0.999997973,4.62E-07,1.59E-06,OG
4TWP,0.999999523,1.61E-08,4.43E-07,OG
4TY1,0.39324978,0.606743455,6.78E-06,TSG
4U2M,4.01E-06,0.999879122,0.00011684,TSG
4UIX,0.000518088,0.999481738,1.81E-07,TSG
4UIY,0.000305525,0.999690175,4.33E-06,TSG
4UIZ,0.024001446,0.975998521,3.03E-08,TSG
4UNO,0.002500047,0.997475028,2.50E-05,TSG
4UUV,0.313877344,0.671867192,0.014255497,TSG
4UWB,0.99999398,5.59E-06,4.34E-07,OG
4UWC,0.99999994,4.88E-08,1.14E-09,OG
4UWY,0.199187756,0.800805211,7.02E-06,TSG
4UXL,1,1.39E-11,2.22E-08,OG
4UYD,0.776654541,0.223345459,1.67E-08,OG
4V01,0.999888361,7.19E-05,3.97E-05,OG
4V04,0.997207642,0.002784885,7.46E-06,OG
4V05,0.360349238,0.639650762,1.55E-08,TSG
4WA9,0.999997318,2.68E-06,7.35E-10,OG
4WHW,0.999937832,5.30E-05,9.21E-06,OG
4WIV,0.998946249,7.54E-06,0.001046213,OG
4WNM,0.150312826,0.849671483,1.57E-05,TSG
4WO5,0.999999881,5.97E-08,3.93E-08,OG
4WRS,0.996872485,0.003092073,3.54E-05,OG
4WSY,0.873251319,0.117431812,0.009316901,OG
4WT6,0.169040784,0.825934112,0.005025113,TSG
4WUN,0.999679327,0.000320329,3.31E-07,OG
4WV1,0.500969291,0.47408849,0.024942195,OG
4X2I,0.027797559,0.97200942,0.000193011,TSG
4XEY,0.988151193,0.011848793,9.60E-09,OG
4XG2,0.000350668,0.999646902,2.41E-06,TSG
4XG3,0.020598685,0.979362667,3.87E-05,TSG
4XG4,0.521784604,0.426060647,0.05215472,OG
4XG6,0.998953521,0.00104648,5.45E-13,OG
4XG7,0.079698063,0.900099754,0.020202177,TSG
4XG8,4.70E-07,0.999999523,1.83E-11,TSG
4XG9,0.999905646,6.37E-05,3.06E-05,OG
4XH6,0.000432213,0.999567628,1.40E-07,TSG
4XHK,0.999650121,0.000349887,2.52E-09,OG
4XV1,1,7.14E-11,2.84E-10,OG
4XV2,1,1.08E-10,1.16E-09,OG
4XV3,1,1.78E-12,9.43E-10,OG
4XV9,0.999969959,2.52E-06,2.75E-05,OG
4XY9,0.988761246,0.003648582,0.007590195,OG
4XYA,0.138107687,0.86183989,5.24E-05,TSG
4Y5U,0.984986782,0.007032759,0.007980435,OG
4Y5W,0.112097397,0.006454943,0.881447673,Fusion
4YC8,0.999999881,2.34E-09,1.12E-07,OG
4YH3,0.039419129,0.960580826,1.27E-08,TSG
4YH4,0.624276638,0.375642836,8.05E-05,OG
4YHT,0.992198408,0.00134016,0.006461456,OG
4YJO,0.999902248,8.63E-05,1.15E-05,OG
4YJP,0.99999994,6.25E-08,2.28E-11,OG
4YJQ,0.999996006,4.00E-06,2.77E-09,OG
4YJR,1,3.40E-09,4.61E-09,OG
4YJS,0.79825449,0.201745272,2.25E-07,OG
4YJT,0.463416487,0.533986092,0.002597411,TSG
4YJU,0.052745454,0.619440854,0.327813655,TSG
4YJV,0.046958558,0.952888548,0.000152903,TSG
4YMJ,0.999999762,2.30E-07,1.43E-08,OG
4YTC,1,5.98E-11,6.49E-11,OG
4YTF,1,3.03E-11,2.49E-08,OG
4YTH,0.999988735,2.22E-07,1.10E-05,OG
4YTI,0.999626935,1.11E-06,0.00037193,OG
4Z1Q,0.070142955,0.929641664,0.00021537,TSG
4Z1S,0.082479604,0.917467773,5.27E-05,TSG
4Z32,0.074482769,0.027043633,0.89847362,Fusion
4Z55,1,5.08E-12,3.74E-12,OG
4Z93,6.13E-06,0.999961972,3.19E-05,TSG
4ZC9,0.942233205,0.057664506,0.000102286,OG
4ZIM,0.988314331,0.011170944,0.000514751,OG
4ZOG,0.999985099,1.49E-05,1.77E-08,OG
4ZSA,0.999999464,2.90E-07,2.19E-07,OG
4ZW1,0.999916375,8.35E-05,9.61E-08,OG
5A46,0.999646664,1.01E-05,0.000343242,OG
5A4C,0.999857306,5.07E-05,9.19E-05,OG
5A5S,0.999928117,7.13E-05,5.85E-07,OG
5A7C,2.21E-05,0.999977887,9.68E-09,TSG
5A85,0.984388649,0.015599592,1.18E-05,OG
5A9U,0.99816227,0.001765252,7.25E-05,OG
5AA8,0.999593616,0.000370387,3.60E-05,OG
5AA9,0.996448517,0.003551434,3.12E-08,OG
5AAA,0.999944627,5.53E-05,1.50E-08,OG
5AAB,0.998916328,0.001076631,7.06E-06,OG
5AAC,0.983957946,0.01603212,9.91E-06,OG
5ACY,0.999985158,1.28E-05,2.02E-06,OG
5AD2,0.969170868,0.019288583,0.011540528,OG
5AD3,0.999564052,0.000186342,0.000249608,OG
5AEP,0.999435246,0.000563934,8.15E-07,OG
5AM6,0.999898851,9.81E-05,3.07E-06,OG
5AM7,0.176027015,0.823970795,2.19E-06,TSG
5AMN,0.337062806,0.662856996,8.02E-05,TSG
5ANR,0.147951901,0.852025807,2.23E-05,TSG
5B75,0.846566796,0.153379396,5.38E-05,OG
5B76,0.365528822,0.570399284,0.064071886,TSG
5B77,1,2.94E-08,2.40E-10,OG
5B78,0.999894857,9.87E-12,0.000105154,OG
5B7V,0.954274476,0.042537179,0.003188374,OG
5BT4,0.999982357,1.02E-06,1.66E-05,OG
5C1Q,0.995461524,0.003655081,0.000883408,OG
5C26,1,5.86E-09,3.06E-11,OG
5C27,0.999591768,0.000399442,8.76E-06,OG
5C9C,0.998736441,0.001261877,1.65E-06,OG
5CEH,0.024798907,0.972598195,0.002602916,TSG
5CF4,0.993373394,9.03E-07,0.006625683,OG
5CF5,0.931845963,1.25E-05,0.068141498,OG
5CF6,0.999080002,0.000887812,3.22E-05,OG
5CF8,0.974461794,6.36E-06,0.025531851,OG
5CFW,0.847350538,0.148019612,0.004629843,OG
5COI,0.918286264,0.081438348,0.000275373,OG
5CP5,0.061647486,0.937894702,0.000457789,TSG
5CPE,0.998993695,0.000698519,0.000307759,OG
5CQT,0.999857187,0.000142489,3.27E-07,OG
5CRM,0.964191318,0.035339754,0.000468931,OG
5CRZ,0.009557316,0.006880752,0.983561933,Fusion
5CS8,0.273992449,0.053628139,0.672379434,Fusion
5CSW,1,1.91E-09,5.56E-10,OG
5CSX,0.999945402,4.26E-05,1.20E-05,OG
5CT7,0.999992073,7.92E-06,1.38E-08,OG
5CTL,0.993208051,0.006366187,0.000425779,OG
5CXH,0.082845435,0.569868267,0.347286344,TSG
5CXZ,0.999980032,1.86E-05,1.38E-06,OG
5CY3,0.064134829,0.932636738,0.003228439,TSG
5CY9,0.001774806,0.997566462,0.000658703,TSG
5D0C,0.999931514,6.02E-05,8.24E-06,OG
5D24,0.999998689,9.74E-07,3.58E-07,OG
5D25,0.999999404,4.70E-07,1.27E-07,OG
5D26,1,3.39E-09,1.52E-09,OG
5D39,8.09E-07,0.999999166,2.33E-08,TSG
5D3H,0.999997735,1.31E-06,9.82E-07,OG
5D3J,0.999990642,2.11E-06,7.27E-06,OG
5D3L,0.997189939,0.00160612,0.001203913,OG
5D3N,0.99967891,0.000321112,5.10E-09,OG
5D3P,0.006016349,0.993983626,3.00E-08,TSG
5D3R,0.998145521,0.001853629,8.79E-07,OG
5D3S,0.299863845,0.699933231,0.000202916,TSG
5D3T,0.992974043,0.006517387,0.000508592,OG
5DAG,0.972935617,0.027064327,4.19E-08,OG
5DAH,0.983506262,0.01606652,0.000427213,OG
5DC0,0.718610585,0.218751609,0.062637806,OG
5DC4,0.99997282,2.46E-05,2.59E-06,OG
5DC9,0.570874155,0.428085506,0.001040325,OG
5DGZ,0.890515566,0.109484375,3.61E-08,OG
5DHJ,0.353902757,0.64577949,0.000317802,TSG
5DIA,0.005244092,0.994672596,8.33E-05,TSG
5DLX,0.999911368,8.69E-05,1.71E-06,OG
5DLZ,0.930571735,0.069389015,3.92E-05,OG
5DW2,0.999934673,6.47E-05,5.77E-07,OG
5DWR,0.708393753,0.254890412,0.036715802,OG
5DX4,0.732811928,0.267114908,7.31E-05,OG
5E0R,0.995072424,0.004535988,0.000391577,OG
5E8G,0.999999821,1.73E-07,9.14E-12,OG
5E8I,0.999331415,0.000657969,1.06E-05,OG
5EG3,0.130203933,0.867188215,0.002607837,TSG
5EGU,0.763742566,0.236256287,1.14E-06,OG
5EHD,0.184505716,0.248782426,0.566711843,Fusion
5EI4,0.000916303,0.999083698,5.27E-12,TSG
5EIS,0.003754603,0.637410641,0.358834743,TSG
5EN1,0.03375341,0.966098607,0.000148005,TSG
5EOL,0.147483036,0.851539254,0.000977683,TSG
5EW8,0.999998808,4.55E-07,7.36E-07,OG
5F5E,0.281662673,0.718337059,2.61E-07,TSG
5F5Z,0.662653923,0.00794524,0.329400837,OG
5F60,0.011738643,0.987092614,0.001168717,TSG
5F61,0.005200479,0.994377494,0.000422039,TSG
5F62,0.352706403,0.644946516,0.002347098,TSG
5F63,0.866351247,0.133570716,7.81E-05,OG
5F6L,0.036989372,0.69999963,0.263011009,TSG
5FBX,0.990939617,0.009060278,9.03E-08,OG
5FCG,0.983189464,0.016810156,3.90E-07,OG
5FD2,0.997158587,0.001774915,0.001066476,OG
5FLF,0.054983966,0.926831126,0.018184878,TSG
5FM2,1,1.09E-09,6.26E-13,OG
5FM3,1,4.05E-12,5.27E-11,OG
5FTO,0.999509871,0.000473481,1.67E-05,OG
5FTQ,1,6.31E-14,4.08E-17,OG
5GHV,0.99999702,2.96E-06,4.89E-08,OG
5GRN,0.531667948,0.460107058,0.00822494,OG
5H21,0.76728195,0.025060177,0.207657889,OG
5H7G,0.220191985,4.59E-05,0.779762149,Fusion
5H7H,0.813563287,0.180086046,0.006350678,OG
5HCL,0.999762475,0.000174302,6.32E-05,OG
5HEZ,0.988322318,0.011673097,4.59E-06,OG
5HFR,0.999242723,6.10E-06,0.000751193,OG
5HI2,0.999997973,1.39E-06,6.16E-07,OG
5HID,0.999999881,1.03E-07,5.73E-09,OG
5HIE,0.746844232,2.52E-06,0.253153235,OG
5HJC,0.001976812,0.998022258,9.00E-07,TSG
5HLS,0.012051281,0.987929285,1.94E-05,TSG
5HM0,0.995385587,0.004614389,2.52E-08,OG
5HO4,0.999972284,2.74E-05,3.76E-07,OG
5HQ5,0.099774562,0.837811291,0.062414125,TSG
5HQ6,0.926642478,0.072082117,0.001275418,OG
5HQ7,0.998434067,0.000598988,0.00096697,OG
5HU9,0.321446985,0.666501522,0.012051458,TSG
5I4N,0.853426337,9.54E-05,0.146478221,OG
5I4Z,1.98E-06,0.999998033,9.33E-11,TSG
5I50,0.000543556,0.999448478,7.96E-06,TSG
5I80,0.998364508,0.001336967,0.000298551,OG
5I88,0.996728718,0.00327068,6.27E-07,OG
5IGK,0.957713544,0.042285945,4.85E-07,OG
5IIS,0.999926567,7.35E-05,3.17E-09,OG
5ILS,0.033250749,0.000553505,0.966195762,Fusion
5ILU,0.034477305,0.965188682,0.000334025,TSG
5ILV,0.000204541,0.999794602,8.73E-07,TSG
5IMX,0.99999994,6.96E-08,2.42E-10,OG
5IPJ,0.863108277,0.136170343,0.000721389,OG
5ITA,1,3.38E-09,1.74E-09,OG
5IUG,1,4.93E-10,9.13E-16,OG
5IUH,1,3.36E-11,3.16E-15,OG
5IUI,0.99999994,6.74E-08,1.55E-08,OG
5J11,0.999998987,1.04E-06,3.29E-11,OG
5J12,0.872960508,0.127039224,2.85E-07,OG
5J7H,0.99999994,6.25E-08,1.92E-08,OG
5JRQ,1,1.11E-08,1.99E-09,OG
5JSM,0.319353104,0.614354551,0.066292368,TSG
5JSN,0.999984682,1.53E-05,4.56E-11,OG
5JT2,0.998817384,0.001171758,1.08E-05,OG
5JVT,0.999988317,1.17E-05,1.28E-09,OG
5JWM,0.000256438,0.999742091,1.47E-06,TSG
5K13,0.991187274,0.00258836,0.006224375,OG
5K33,0.999710739,0.000289246,7.28E-09,OG
5K4L,1.05E-05,0.999986112,3.39E-06,TSG
5K5X,0.000203006,0.999782979,1.40E-05,TSG
5KCX,0.996739447,0.00315941,0.000101135,OG
5KDH,0.299688071,0.008718038,0.691593885,Fusion
5KGD,0.996457636,0.003541774,6.13E-07,OG
5KGE,0.999974191,2.52E-05,6.09E-07,OG
5KGG,0.999940395,5.95E-05,5.92E-08,OG
5KGI,0.999792635,0.000207367,1.60E-09,OG
5KGK,0.004900603,0.994833946,0.000265459,TSG
5KHM,0.978649318,0.013139563,0.008211146,OG
5KJ0,0.033555303,0.866729558,0.099715136,TSG
5KU3,0.999116421,0.000868142,1.55E-05,OG
5KWG,0.999986887,1.31E-05,1.33E-10,OG
5KZ0,0.998826265,0.001173125,6.14E-07,OG
5KZI,0.913073599,0.053864148,0.033062223,OG
5L2I,0.926838279,0.073161267,4.66E-07,OG
5L2S,0.682929575,0.316945165,0.000125253,OG
5L2T,0.483698905,0.515215814,0.001085312,TSG
5L3A,1,1.49E-09,3.54E-09,OG
5LJ1,0.86981982,0.13016963,1.06E-05,OG
5LJ2,0.003327099,0.996672869,5.08E-08,TSG
5LMA,0.999986649,1.80E-07,1.32E-05,OG
5LMB,3.39E-05,0.999966085,5.37E-09,TSG
5LRQ,0.119415686,0.85916996,0.021414386,TSG
5LSU,0.00010922,0.070122175,0.929768622,Fusion
5LUU,0.561981082,0.438011408,7.53E-06,OG
5M39,0.999937832,5.83E-05,3.80E-06,OG
5M3A,0.006656942,0.993338943,4.11E-06,TSG
5M9O,0.999971151,2.88E-05,4.91E-10,OG
5MKZ,0.027880652,0.972119331,2.25E-09,TSG
5MLI,0.609667122,0.390332848,6.68E-09,OG
5MO4,0.999975085,2.49E-05,5.09E-09,OG
5MTM,0.994850278,0.005149616,7.66E-08,OG
5MTN,0.992581308,0.007418697,5.87E-09,OG
5MW2,0.999942362,4.88E-05,8.83E-06,OG
5MW6,0.012027084,0.987967372,5.55E-06,TSG
5MWD,0.99816823,0.00182564,6.13E-06,OG
5MY6,0.604061723,0.395834982,0.000103285,OG
5N1Z,0.030034121,0.969014645,0.000951219,TSG
5N20,0.086968653,0.90759021,0.005441133,TSG
5N21,0.988692641,0.011301152,6.21E-06,OG
5O11,0.999999464,4.44E-07,6.86E-08,OG
5O12,0.40263781,0.597051919,0.000310257,TSG
5O13,0.999980927,8.58E-08,1.90E-05,OG
5T35,0.001171833,0.995172501,0.003655684,TSG
5T68,1,5.31E-11,1.95E-13,OG
5TEL,0.999177516,0.000819149,3.33E-06,OG
5TEX,0.998164177,0.001835794,1.08E-10,OG
5TI2,0.316007107,0.683891773,0.000101117,TSG
5TI3,0.05202901,0.947962999,8.01E-06,TSG
5TI4,0.605726898,0.094385259,0.299887866,OG
5TI5,0.49155128,0.508441269,7.45E-06,TSG
5TI6,0.008724497,0.984767497,0.00650803,TSG
5TI7,0.999531031,3.94E-05,0.000429565,OG
5TIU,0.999999881,1.25E-07,5.52E-10,OG
5TOE,0.999734223,0.000255037,1.08E-05,OG
5TQ3,0.376930952,0.623025417,4.36E-05,TSG
5TQ4,0.99554044,0.000209575,0.004249977,OG
5TQ5,0.999973416,2.66E-05,5.77E-09,OG
5TQ6,0.739004672,0.260995239,1.08E-07,OG
5TQ7,0.169991866,0.829948485,5.97E-05,TSG
5TQ8,0.999999881,8.82E-08,2.07E-09,OG
5TR6,0.999998987,1.02E-06,1.62E-08,OG
5TT7,0.999999821,1.35E-07,2.47E-08,OG
5TUR,0.999810338,0.000175745,1.39E-05,OG
5U28,2.16E-05,0.997825265,0.002153125,TSG
5U2C,0.094861791,0.90511924,1.89E-05,TSG
5U2E,0.99999994,2.90E-08,6.85E-09,OG
5U2F,0.998734057,0.001257817,8.10E-06,OG
5UEO,0.000186341,0.999489129,0.000324511,TSG
5UEP,0.838477492,0.160339147,0.00118334,OG
5UEQ,0.63245368,0.36252892,0.005017396,OG
5UER,0.999548078,0.000437008,1.49E-05,OG
5UES,0.970787942,0.029165456,4.66E-05,OG
5UET,0.999958754,4.01E-05,1.14E-06,OG
5UEU,0.937301219,0.062697381,1.37E-06,OG
5UEV,0.762324274,0.237165734,0.000509967,OG
5UEX,0.740195692,0.258560091,0.001244206,OG
5UEY,0.963171601,0.036194377,0.000634029,OG
5UEZ,0.999995768,2.93E-07,3.91E-06,OG
5UF0,0.011856632,0.988134563,8.78E-06,TSG
5UGL,0.640032828,0.330544353,0.029422805,OG
5UGX,0.997339666,0.002660155,2.08E-07,OG
5UHN,0.998967588,0.001032046,3.41E-07,OG
5UI0,1,2.31E-12,6.77E-11,OG
5ULA,0.997034132,0.002960737,5.13E-06,OG
5UOO,0.051982127,0.948005855,1.20E-05,TSG
5UPD,0.001288183,0.681464314,0.31724754,TSG
5UQ0,0.991975486,0.008015441,9.05E-06,OG
5UR1,0.99999696,7.62E-07,2.29E-06,OG
5USY,0.000284056,0.999715865,6.02E-08,TSG
5USZ,0.030403474,0.969596505,6.96E-10,TSG
5UT0,0.997133076,0.002866734,1.86E-07,OG
5UT1,0.036359403,0.963640571,1.93E-08,TSG
5UT2,0.993787229,0.006212766,3.12E-10,OG
5UT3,0.999782979,0.000217039,7.73E-09,OG
5UT4,0.122994006,0.876975894,3.01E-05,TSG
5UT5,0.997506022,0.002493981,5.37E-10,OG
5UT6,0.995370269,0.004629669,5.89E-08,OG
5UVS,0.932510316,0.05885765,0.008632027,OG
5UVT,0.935099661,0.064777739,0.000122625,OG
5UVU,0.976711154,0.023170952,0.000117886,OG
5UVV,0.981328011,0.018671958,7.67E-09,OG
5UVW,0.106835425,0.876111925,0.017052641,TSG
5UVX,0.010468681,0.989518225,1.31E-05,TSG
5UVY,0.964906693,0.035035498,5.78E-05,OG
5UVZ,0.977652371,0.021021927,0.001325693,OG
5V82,0.19901222,0.800985098,2.69E-06,TSG
5V9P,0.071228132,0.928771257,5.80E-07,TSG
5V9T,2.58E-06,0.99999696,4.58E-07,TSG
5VAL,0.023048859,0.340309292,0.63664186,Fusion
5VAM,0.631744206,0.366125852,0.002129974,OG
5VC8,0.999999881,4.80E-08,7.37E-08,OG
5VND,1,3.17E-09,8.37E-09,OG
5VOM,0.992150962,0.007358673,0.000490384,OG
5VUA,0.999999762,1.96E-07,1.90E-08,OG
5VUB,0.999875605,0.000105749,1.86E-05,OG
5VUC,1,7.54E-11,6.29E-10,OG
5W59,0.991608441,0.008391518,1.57E-08,OG
5WEV,0.00243937,0.99756062,3.83E-10,TSG
5WUU,0.95810312,0.003384855,0.038512047,OG
5WWE,0.002178196,0.997808337,1.35E-05,TSG
5WWF,0.000522449,0.999476731,7.93E-07,TSG
5WWG,0.000699702,0.999162138,0.000138154,TSG
5X4M,0.789234042,0.201687932,0.009078026,OG
5X4N,0.971026003,0.028770488,0.000203508,OG
5X4O,0.80213958,0.197678685,0.000181718,OG
5X4P,0.996312261,0.003630222,5.75E-05,OG
5X4Q,0.931786537,0.06504152,0.003171954,OG
5X9O,0.819203079,0.043622192,0.137174726,OG
5X9P,0.980014801,0.013494805,0.006490408,OG
5XGC,6.13E-06,0.999582291,0.00041156,TSG
5Y1Y,0.800273418,0.19926475,0.000461857,OG
6AYD,0.999984026,1.48E-05,1.13E-06,OG
6B8U,0.998823166,0.001157872,1.89E-05,OG
6BBV,0.013824974,0.984920204,0.001254841,TSG
