Protein,OG,TSG,Fusion,Label
5T21,0.000109545,0.00212292,0.997767508,Fusion
5TO5,0.339108974,0.000808678,0.66008234,Fusion
5TO6,0.001202437,0.946048677,0.052748889,TSG
5TO7,0.021603568,1.15E-05,0.978384912,Fusion
5TVB,0.765068829,0.004652066,0.230279103,OG
5UC4,1.77E-06,3.15E-05,0.999966741,Fusion
5UCH,1.41E-07,3.22E-06,0.999996662,Fusion
5UCI,6.70E-05,0.002170646,0.997762382,Fusion
5UCJ,1.07E-05,6.40E-09,0.999989331,Fusion
5UY8,5.33E-05,1.58E-05,0.999930799,Fusion
5UZ0,7.90E-06,8.90E-07,0.999991238,Fusion
5X7X,0.106123134,0.000378419,0.89349848,Fusion
5XF3,0.49375689,0.000536552,0.505706608,Fusion
5XF4,0.664210498,0.000445537,0.335343957,OG
5XF5,0.521276951,0.005082687,0.473640352,OG
