Protein,OG,TSG,Fusion,Label
3U6I,1,4.97E-11,2.06E-08,OG
3U6J,1,1.15E-09,4.05E-10,OG
3UG1,0.999999881,9.63E-08,1.13E-08,OG
3UG2,0.999967992,2.01E-07,3.18E-05,OG
3UP1,0.658548951,0.340208858,0.001242197,OG
3V01,0.999475896,0.000497951,2.61E-05,OG
3V04,0.999994695,5.20E-06,7.70E-08,OG
3V2A,0.240635172,0.759247959,0.000116909,TSG
3V3B,0.090805627,0.807366848,0.101827525,TSG
3V6B,0.003206724,0.996788561,4.69E-06,TSG
3VBG,0.998039603,0.001956731,3.64E-06,OG
3VHE,0.999997973,2.05E-06,3.35E-12,OG
3VHK,1,2.96E-10,2.39E-10,OG
3VID,1,2.41E-12,5.19E-09,OG
3VJN,0.999946773,5.02E-05,3.08E-06,OG
3VJO,0.999888361,0.000111098,5.33E-07,OG
3VNT,1,3.46E-11,1.30E-09,OG
3VO3,0.999743462,1.80E-07,0.000256352,OG
3VQH,0.99998647,4.99E-06,8.53E-06,OG
3VVH,0.999863386,0.00010466,3.19E-05,OG
3VW8,0.999956489,3.70E-06,3.98E-05,OG
3VZV,0.996451676,0.003542457,5.89E-06,OG
3W2O,0.436241388,0.563581824,0.000176794,TSG
3W2P,0.999999464,2.39E-07,3.07E-07,OG
3W2Q,1,3.55E-10,1.46E-09,OG
3W2R,0.999999225,7.62E-07,1.24E-09,OG
3W2S,0.99999994,6.19E-08,6.94E-09,OG
3W32,0.99999994,4.68E-08,6.77E-09,OG
3W33,1,9.09E-09,4.38E-10,OG
3W55,0.999998987,1.01E-06,6.07E-09,OG
3W69,0.999964476,3.54E-05,1.12E-07,OG
3W8Q,0.999916971,2.09E-05,6.21E-05,OG
3W96,0.835470736,0.000271612,0.164257646,OG
3W97,0.655040085,0.000564695,0.34439522,OG
3W98,0.585200131,0.008721252,0.406078607,OG
3W99,0.464802802,7.37E-05,0.535123527,Fusion
3WA9,0.767266095,1.15E-05,0.232722417,OG
3WAA,0.597698748,0.006748001,0.395553291,OG
3WIG,0.997771561,4.85E-05,0.002179989,OG
3WKJ,0.533611178,0.006248021,0.460140824,OG
3WTP,0.544528127,0.059216391,0.396255463,OG
3WZD,0.99999994,2.87E-08,7.45E-09,OG
3WZE,0.999994278,8.86E-08,5.61E-06,OG
3X1S,0.633550704,0.12515901,0.241290271,OG
3X1T,0.352149069,0.000324432,0.647526503,Fusion
3X1U,0.699544311,2.52E-08,0.30045563,OG
3X1V,0.016298588,1.17E-05,0.983689666,Fusion
3ZBX,0.999997735,2.10E-06,1.47E-07,OG
3ZC5,1,2.16E-08,2.95E-09,OG
3ZC6,0.978670835,0.021316914,1.23E-05,OG
3ZCL,0.999999821,1.87E-08,1.84E-07,OG
3ZIM,0.770390987,0.229227766,0.000381265,OG
3ZLS,0.999999821,1.67E-07,3.52E-09,OG
3ZLW,0.999994755,4.56E-06,7.05E-07,OG
3ZLX,0.999999106,8.29E-07,5.54E-08,OG
3ZLY,0.999961197,3.84E-05,4.00E-07,OG
3ZM0,0.999999344,6.27E-07,4.09E-08,OG
3ZM1,0.999999523,2.56E-08,4.38E-07,OG
3ZM2,0.99999994,5.12E-08,2.76E-08,OG
3ZM3,0.999996364,2.60E-06,1.05E-06,OG
3ZM4,1,6.38E-10,1.13E-09,OG
3ZQT,0.999999881,7.05E-10,1.16E-07,OG
3ZXZ,0.999591172,4.30E-05,0.000365826,OG
3ZZE,0.999994993,5.61E-08,4.96E-06,OG
421P,0.999999821,1.48E-07,6.82E-09,OG
4AE6,0.999493539,3.03E-08,0.000506458,OG
4AE9,0.912520766,0.033191238,0.054287996,OG
4AG8,1,3.52E-10,5.55E-09,OG
4AGC,0.998709857,5.99E-06,0.001284151,OG
4AGD,0.999996424,3.50E-06,8.89E-08,OG
4AN2,0.999999881,9.47E-08,7.52E-12,OG
4AN3,0.999996841,3.12E-06,1.34E-08,OG
4AN9,0.999997377,2.61E-06,3.63E-11,OG
4ANB,0.999649048,0.00033416,1.68E-05,OG
4AOI,1,4.67E-09,1.11E-08,OG
4AP7,1,3.11E-11,3.71E-14,OG
4ARK,0.999937177,6.28E-05,3.65E-09,OG
4ASD,0.999987364,1.26E-05,1.85E-08,OG
4ASE,0.999909937,9.00E-05,6.60E-08,OG
4BGG,0.993906558,0.000148299,0.005945154,OG
4BSJ,0.999993563,6.37E-06,9.49E-08,OG
4BSK,0.999983311,1.64E-05,2.37E-07,OG
4BSM,0.999991894,8.07E-06,3.96E-08,OG
4BSN,0.999828815,0.00017068,4.80E-07,OG
4C02,0.999994695,9.17E-07,4.37E-06,OG
4DEG,0.999999523,4.41E-07,5.96E-08,OG
4DEH,0.999862313,5.56E-06,0.000132099,OG
4DEI,0.999999344,1.02E-07,5.41E-07,OG
4DGP,0.999997735,2.25E-06,1.55E-08,OG
4DGX,0.095408581,0.903660357,0.000931061,TSG
4DIJ,0.999976456,1.58E-05,7.78E-06,OG
4DLR,1,3.46E-09,1.21E-11,OG
4DLS,1,6.57E-10,5.92E-15,OG
4DLT,1,3.63E-12,6.63E-12,OG
4DLU,1,3.62E-09,2.12E-11,OG
4DLV,1,3.19E-10,3.07E-12,OG
4DLW,1,1.10E-10,1.02E-12,OG
4DLX,1,2.15E-11,1.33E-14,OG
4DLY,1,1.99E-09,3.06E-15,OG
4DLZ,1,1.16E-09,4.97E-16,OG
4DOM,0.999994755,2.36E-06,2.88E-06,OG
4DRH,0.999977171,2.27E-05,9.69E-08,OG
4DRI,0.999669194,0.000298338,3.24E-05,OG
4DRJ,0.999990821,9.07E-06,1.32E-07,OG
4DSN,0.999998152,1.73E-06,1.46E-07,OG
4DSO,0.999993384,5.86E-06,7.24E-07,OG
4DST,0.999992549,6.36E-06,1.08E-06,OG
4DSU,0.998376966,0.001604794,1.83E-05,OG
4DYM,0.999999583,4.01E-07,3.45E-09,OG
4E3C,0.998740733,0.001217163,4.21E-05,OG
4EEV,0.999290824,0.000333781,0.000375395,OG
4EFL,0.999984801,4.86E-07,1.47E-05,OG
4EFM,0.99999851,9.10E-08,1.38E-06,OG
4EFN,0.999668717,0.000330694,5.75E-07,OG
4EGC,0.999416709,0.000583135,1.41E-07,OG
4EJN,0.999999523,1.05E-07,3.51E-07,OG
4EKK,1,1.43E-11,4.30E-12,OG
4EKL,0.99999994,3.07E-08,6.92E-11,OG
4EO7,1,2.44E-09,2.00E-08,OG
4EPR,0.999649584,7.33E-06,0.000343071,OG
4EPT,0.999890924,0.000102856,6.21E-06,OG
4EPV,0.999998271,1.70E-06,1.62E-08,OG
4EPW,0.999876857,0.00012312,8.87E-10,OG
4EPX,0.999946415,5.36E-05,1.84E-08,OG
4EPY,0.999999762,2.14E-07,1.53E-08,OG
4ERE,0.999838531,0.000161463,1.38E-08,OG
4ERF,0.99999845,1.52E-06,2.92E-08,OG
4F59,0.997902751,0.001825329,0.00027191,OG
4F5A,0.999995053,4.91E-06,2.62E-08,OG
4F5B,0.998459339,0.001538821,1.83E-06,OG
4FAP,0.999788165,0.000211786,5.57E-08,OG
4FMQ,0.999967813,3.22E-05,2.53E-08,OG
4FUX,0.99995482,1.20E-05,3.31E-05,OG
4FUY,0.999932587,6.71E-05,3.03E-07,OG
4FV0,0.999679506,0.000313693,6.82E-06,OG
4FV1,0.999997079,2.24E-06,7.05E-07,OG
4FV2,0.999971688,1.31E-05,1.52E-05,OG
4FV3,0.999975562,1.95E-05,4.90E-06,OG
4FV4,0.999982834,1.70E-05,1.38E-07,OG
4FV5,0.999943078,5.51E-05,1.82E-06,OG
4FV6,0.99999994,4.53E-08,1.08E-09,OG
4FV7,0.999810576,0.000100589,8.89E-05,OG
4FV8,0.999982595,1.74E-05,1.28E-08,OG
4FV9,1,1.82E-08,7.37E-11,OG
4G0N,0.999606311,0.00039329,3.93E-07,OG
4G3X,0.999816358,0.000149221,3.44E-05,OG
4G5J,0.999998152,1.82E-06,1.49E-08,OG
4G5P,0.998712659,0.001287189,1.32E-07,OG
4G6N,0.999999762,1.85E-07,4.38E-08,OG
4G6O,0.999998927,2.39E-07,8.55E-07,OG
4GG5,0.99999547,2.72E-06,1.83E-06,OG
4GG7,0.999301553,2.12E-08,0.000698428,OG
4GV1,0.999999106,8.78E-07,9.99E-09,OG
4GWF,0.999941826,1.38E-05,4.44E-05,OG
4GZL,0.999984682,3.57E-06,1.17E-05,OG
4GZM,0.005223413,0.06638258,0.92839402,Fusion
4H1O,0.664343238,0.335497409,0.000159344,OG
4H34,0.998197019,0.001803005,4.83E-10,OG
4H3P,0.013061502,0.870977521,0.115960993,TSG
4H3Q,0.999992847,6.98E-06,1.55E-07,OG
4H4B,0.999999225,2.77E-07,5.03E-07,OG
4H6J,0.999236405,0.000107197,0.000656382,OG
4H9N,0.999989688,2.24E-06,8.06E-06,OG
4H9O,0.737229824,0.000171713,0.262598485,OG
4H9P,0.627018034,0.000137383,0.372844607,OG
4H9Q,0.613146782,0.015559646,0.371293604,OG
4H9R,0.001571161,0.002319514,0.996109307,Fusion
4H9S,0.170144424,0.761741817,0.068113804,TSG
4HBM,0.999997675,2.30E-06,1.26E-08,OG
4HFZ,0.999983728,1.42E-05,2.06E-06,OG
4HG7,0.999998569,1.10E-07,1.32E-06,OG
4HGA,0.997779906,0.002156878,6.32E-05,OG
4HJO,1,1.20E-09,1.11E-12,OG
4HLW,1,2.46E-14,6.33E-09,OG
4HVD,0.999992788,7.23E-06,3.43E-10,OG
4HVG,0.999999881,1.27E-07,5.39E-10,OG
4HVH,0.999996603,3.40E-06,3.89E-10,OG
4HVI,0.999986351,1.33E-05,3.44E-07,OG
4HVS,0.999973476,2.50E-05,1.59E-06,OG
4I1Z,0.999995708,3.83E-06,4.44E-07,OG
4I20,0.999997795,2.08E-06,1.59E-07,OG
4I21,0.999989271,1.05E-05,2.54E-07,OG
4I22,0.999999285,4.67E-07,2.55E-07,OG
4I23,0.999999464,4.94E-07,3.52E-08,OG
4I24,1,1.60E-08,4.31E-09,OG
4I3K,0.999520123,0.000469438,1.04E-05,OG
4I3L,0.99872756,0.001272429,1.50E-08,OG
4I6Q,0.999993503,5.67E-06,8.29E-07,OG
4IWD,1,3.19E-09,5.05E-13,OG
4IZ5,0.999738514,0.000249386,1.21E-05,OG
4IZ7,0.99997288,2.65E-05,5.46E-07,OG
4IZA,0.002271216,0.997727394,1.37E-06,TSG
4JA8,0.999869347,6.59E-05,6.47E-05,OG
4JE4,0.999756396,0.000241922,1.69E-06,OG
4JEG,0.999999702,3.26E-07,2.96E-11,OG
4JKV,4.60E-07,0.999999523,2.63E-08,TSG
4JPS,0.008307441,0.991690218,2.35E-06,TSG
4JQ7,1,1.77E-10,6.89E-10,OG
4JQ8,0.999896109,3.62E-06,0.000100281,OG
4JR3,0.999932647,6.69E-05,4.20E-07,OG
4JRV,1,6.20E-10,1.49E-12,OG
4JSN,0.999798596,0.000182266,1.91E-05,OG
4JSP,0.999546111,0.000205576,0.000248301,OG
4JSV,0.998505712,4.48E-05,0.001449423,OG
4JSX,0.891748965,0.002381935,0.105869129,OG
4JT5,0.99987185,1.35E-05,0.000114669,OG
4JT6,0.999938548,1.27E-05,4.88E-05,OG
4JUP,0.999935985,6.26E-05,1.35E-06,OG
4JV7,0.999959052,2.79E-05,1.30E-05,OG
4JV9,0.999888003,1.97E-05,9.23E-05,OG
4JVE,0.997084975,0.002914743,2.84E-07,OG
4JVR,0.999999642,3.24E-07,6.41E-09,OG
4JWR,0.997535288,0.00246466,3.23E-08,OG
4K11,0.999982238,1.78E-05,5.45E-09,OG
4K3J,0.999669015,0.000212326,0.000118654,OG
4K7A,0.999996603,2.97E-06,4.52E-07,OG
4K81,0.990609229,0.003714577,0.00567618,OG
4K94,0.999981284,1.85E-05,2.17E-07,OG
4K9E,0.999971151,2.89E-05,9.85E-09,OG
4KIK,0.99439919,0.00523335,0.000367474,OG
4KNB,0.999792159,0.000172074,3.58E-05,OG
4KRL,0.996968746,0.003026679,4.55E-06,OG
4KRM,0.999922216,4.71E-05,3.06E-05,OG
4KRO,1,8.36E-10,8.42E-11,OG
4KRP,0.999998391,1.29E-06,3.44E-07,OG
4KZO,0.022555687,0.032780599,0.944663703,Fusion
4L03,0.997877181,0.001463973,0.000658875,OG
4L04,0.861988008,0.027395125,0.110616878,OG
4L06,8.87E-08,0.99960202,0.000397901,TSG
4L1B,4.47E-05,0.999950707,4.56E-06,TSG
4L23,3.36E-05,0.999931931,3.45E-05,TSG
4L2Y,0.265684754,0.733266234,0.001049012,TSG
4L8G,0.999997735,1.68E-06,5.91E-07,OG
4L9S,0.999999762,4.36E-09,2.37E-07,OG
4L9W,0.999997437,1.48E-06,1.10E-06,OG
4LDJ,0.999878228,4.62E-07,0.000121338,OG
4LEO,0.9871189,0.011651426,0.001229651,OG
4LI5,0.99999994,1.95E-08,3.51E-08,OG
4LIJ,0.997450531,0.000777235,0.001772239,OG
4LL0,0.999999404,6.13E-07,5.30E-09,OG
4LMN,0.999999285,3.36E-07,3.83E-07,OG
4LPK,1,1.24E-08,7.79E-10,OG
4LQM,1,5.15E-12,1.19E-14,OG
4LRM,0.999850988,0.000139846,9.15E-06,OG
4LRW,0.999961436,3.85E-05,8.74E-08,OG
4LUC,1,6.35E-10,3.70E-11,OG
4LV6,1,8.27E-13,6.95E-12,OG
4LWD,0.997240186,0.002759525,2.85E-07,OG
4LYF,0.999999881,1.27E-07,4.38E-11,OG
4LYH,1,1.69E-09,4.10E-12,OG
4LYJ,0.999406993,0.000592852,1.65E-07,OG
4M1O,0.999999642,3.59E-07,1.49E-10,OG
4M1S,0.999999762,2.44E-07,1.71E-11,OG
4M1T,0.999999583,4.36E-07,8.11E-10,OG
4M1W,1,5.52E-09,1.28E-13,OG
4M1Y,1,1.57E-08,3.75E-10,OG
4M21,0.99999994,5.31E-08,6.37E-12,OG
4M22,0.00128264,0.998717368,4.42E-12,TSG
4MDN,0.994303346,0.005393473,0.000303155,OG
4MDQ,0.525560737,1.94E-05,0.474419922,OG
4MNE,0.848224878,0.000830554,0.150944576,OG
4MXC,0.999991655,6.83E-06,1.54E-06,OG
4MXO,0.999985933,1.38E-05,2.84E-07,OG
4MXX,1,1.45E-08,2.20E-10,OG
4MXY,1,1.52E-12,2.12E-14,OG
4MXZ,1,2.08E-09,3.08E-10,OG
4N0S,0.999999464,9.00E-08,4.54E-07,OG
4N4W,0.999955475,4.45E-05,3.10E-11,OG
4NIF,0.973432422,0.026303628,0.000263965,OG
4NMM,0.99999994,5.73E-08,1.32E-09,OG
4NWF,0.999016523,2.13E-05,0.000962174,OG
4NWG,0.959184647,0.040757567,5.78E-05,OG
4NYI,0.999999583,4.17E-07,1.19E-10,OG
4NYJ,0.999988914,3.12E-06,7.98E-06,OG
4NYM,0.999930501,1.67E-05,5.28E-05,OG
4O3T,0.991850436,0.008149243,3.28E-07,OG
4O3U,1.37E-06,0.999998629,1.91E-08,TSG
4O6E,0.999999821,1.41E-07,5.22E-08,OG
4O9I,0.999908984,3.70E-05,5.40E-05,OG
4OAS,0.999999344,6.27E-07,3.21E-08,OG
4OBA,0.999974072,2.59E-05,6.05E-10,OG
4OBE,1,5.99E-11,8.60E-16,OG
4OCC,0.999988675,1.06E-05,7.66E-07,OG
4ODE,0.999967217,5.82E-07,3.22E-05,OG
4ODF,0.99998641,8.58E-06,5.01E-06,OG
4OEA,0.999991596,8.20E-06,1.77E-07,OG
4OED,0.99999994,6.05E-08,5.62E-09,OG
4OEY,0.999999642,9.24E-10,3.38E-07,OG
4OEZ,1,3.73E-11,1.36E-08,OG
4OFR,0.999994814,1.07E-07,5.09E-06,OG
4OFU,0.999997973,1.98E-06,2.71E-08,OG
4OGH,1,6.45E-10,2.15E-09,OG
4OGN,0.999983907,3.59E-07,1.57E-05,OG
4OGT,0.999936342,2.02E-05,4.34E-05,OG
4OGV,0.999681354,0.000318608,4.66E-08,OG
4OH5,1,3.78E-10,6.45E-10,OG
4OH6,1,1.50E-09,1.79E-08,OG
4OHA,0.999998152,1.48E-06,3.67E-07,OG
4OHD,0.999998629,1.37E-06,1.53E-08,OG
4OHE,0.999992847,7.13E-06,3.73E-10,OG
4OHH,1,8.23E-10,8.84E-10,OG
4OHI,0.999972224,2.74E-05,3.78E-07,OG
4OHL,0.999801993,0.000128141,6.98E-05,OG
4OIL,0.999999225,5.84E-07,2.19E-07,OG
4OIU,0.990848899,0.009150146,9.70E-07,OG
4OJ9,0.999999106,3.32E-09,8.88E-07,OG
4OJB,1,3.55E-09,7.01E-12,OG
4OK1,1,3.56E-10,1.98E-10,OG
4OKB,0.99978292,1.90E-07,0.000216865,OG
4OKT,0.99999994,3.53E-10,3.08E-08,OG
4OKW,0.999922574,6.78E-05,9.64E-06,OG
4OKX,1,4.07E-11,1.33E-10,OG
4OLM,0.999989033,7.90E-06,3.06E-06,OG
4OQ3,0.999945104,5.49E-05,3.68E-09,OG
4OTW,1,3.08E-11,2.54E-14,OG
4OVU,0.315160573,0.683998227,0.000841216,TSG
4OVV,0.465472341,0.523460805,0.011066885,TSG
4P59,0.999998391,3.50E-07,1.27E-06,OG
4PGZ,0.999995887,1.19E-06,2.94E-06,OG
4PVG,1,4.65E-13,1.30E-14,OG
4PZY,0.999528468,0.000177201,0.000294342,OG
4PZZ,0.999999702,2.77E-07,7.73E-09,OG
4Q01,0.99999994,2.89E-09,3.91E-08,OG
4Q02,0.998892128,0.00110414,3.72E-06,OG
4Q03,0.999910712,7.58E-05,1.35E-05,OG
4Q21,0.99852705,2.13E-07,0.001472729,OG
4QL8,1,6.34E-10,2.41E-08,OG
4QO4,0.999977112,2.13E-05,1.62E-06,OG
4QOC,0.999983072,4.34E-06,1.26E-05,OG
4QP1,0.999523282,0.000476706,4.82E-09,OG
4QP2,1,5.70E-09,3.24E-11,OG
4QP3,0.998573005,0.00142698,1.59E-08,OG
4QP4,0.99999994,9.88E-09,6.46E-08,OG
4QP6,0.99999994,5.77E-08,2.88E-10,OG
4QP7,0.999501884,0.000498125,1.68E-08,OG
4QP8,0.158144027,0.841855228,7.30E-07,TSG
4QP9,0.999445319,0.000382676,0.000171988,OG
4QPA,0.999999702,2.47E-07,5.73E-08,OG
4QPS,0.999910295,8.84E-05,1.29E-06,OG
4QQ5,1,9.41E-10,6.96E-12,OG
4QQC,1,6.17E-13,6.57E-11,OG
4QQJ,0.999262512,0.00072194,1.55E-05,OG
4QQT,0.999439478,0.000512429,4.81E-05,OG
4QRC,0.999991775,4.19E-06,4.02E-06,OG
4QSY,0.999994516,5.46E-06,4.92E-12,OG
4QT1,0.999999762,2.22E-07,1.39E-09,OG
4QTA,0.999943554,5.64E-05,7.06E-08,OG
4QTE,0.999994278,5.52E-06,2.32E-07,OG
4R1V,1,9.60E-10,4.10E-09,OG
4R1Y,0.999997556,9.94E-07,1.43E-06,OG
4R3P,1,1.03E-10,1.27E-11,OG
4R3R,1,1.82E-10,7.96E-12,OG
4R5S,0.999859333,0.000113268,2.74E-05,OG
4R6V,0.99999994,6.76E-08,2.62E-11,OG
4RDD,0.999994814,4.53E-06,6.32E-07,OG
4RIO,0.566845,0.433154672,3.20E-07,OG
4RIW,0.999996305,6.09E-07,3.07E-06,OG
4RIX,0.99790138,5.01E-06,0.002093591,OG
4RIY,0.999999821,5.31E-08,1.31E-07,OG
4RJ4,0.999999583,2.21E-07,1.93E-07,OG
4RJ5,1,9.95E-11,7.19E-13,OG
4RJ6,1,8.71E-11,2.66E-11,OG
4RJ7,1,1.04E-11,5.86E-11,OG
4RJ8,1,2.04E-11,4.60E-11,OG
4RT7,0.999999285,6.94E-07,7.73E-09,OG
4RXZ,0.984920382,0.015079373,2.09E-07,OG
4TKS,1,7.09E-10,5.90E-09,OG
4TQ9,1,6.91E-10,1.54E-14,OG
4TQA,0.998289227,0.001702524,8.22E-06,OG
4TUU,1,1.15E-08,2.40E-11,OG
4TV3,0.999998987,1.03E-06,6.50E-10,OG
4TYE,0.999996245,3.72E-06,1.80E-08,OG
4TYG,0.999997258,2.12E-06,5.98E-07,OG
4TYI,0.999929428,5.28E-05,1.78E-05,OG
4TYJ,0.999999702,3.76E-08,2.53E-07,OG
4U7Z,0.999997914,2.08E-06,9.70E-10,OG
4U80,1,3.71E-09,1.05E-10,OG
4U81,0.999997854,1.77E-06,4.01E-07,OG
4UD7,1,4.13E-09,3.43E-09,OG
4UE1,0.993926585,0.004203673,0.00186976,OG
4UIP,0.41215542,0.587844551,9.32E-09,TSG
4UJ1,0.999997616,1.41E-06,9.62E-07,OG
4UJ2,0.999999762,4.51E-08,1.73E-07,OG
4UJ9,0.999998093,1.08E-06,8.26E-07,OG
4UJA,0.99999994,3.74E-08,3.29E-08,OG
4UJB,0.99999845,5.31E-07,9.97E-07,OG
4UMN,1,9.41E-10,2.25E-09,OG
4UMX,0.999912858,8.30E-05,4.19E-06,OG
4UMY,0.999521673,0.000222772,0.000255555,OG
4URU,1,1.11E-08,5.96E-11,OG
4URV,0.999999285,6.82E-07,9.56E-09,OG
4URW,1,2.13E-08,3.32E-10,OG
4URX,0.999998033,1.96E-06,1.05E-09,OG
4URY,0.999997854,2.13E-06,2.17E-12,OG
4URZ,1,1.20E-09,4.61E-11,OG
4US0,0.99999994,7.78E-08,3.20E-09,OG
4US1,0.999999583,4.21E-07,1.36E-08,OG
4US2,0.999997139,2.23E-06,6.23E-07,OG
4UV7,0.999991,8.84E-06,1.78E-07,OG
4UXQ,0.999999881,1.14E-07,4.94E-10,OG
4V0G,0.999972224,5.46E-06,2.23E-05,OG
4WA7,0.999979615,2.37E-06,1.80E-05,OG
4WAF,0.551772058,0.43956089,0.008667059,OG
4WB5,0.99906081,0.00093568,3.53E-06,OG
4WB6,0.999976039,2.38E-05,1.39E-07,OG
4WB7,0.998348117,0.000548118,0.001103738,OG
4WB8,0.99999994,3.33E-08,3.92E-09,OG
4WD5,1,4.82E-11,1.85E-12,OG
4WKQ,0.999554038,0.00044539,5.94E-07,OG
4WRG,0.999912918,1.25E-06,8.58E-05,OG
4WT2,0.999999642,6.61E-09,3.59E-07,OG
4XCU,0.999998093,3.53E-07,1.53E-06,OG
4XJ0,0.61144489,0.38855499,9.86E-08,OG
4XMO,1,1.22E-11,1.04E-08,OG
4XRX,0.940201759,0.059583228,0.000214997,OG
4XS3,0.999982119,1.79E-05,4.65E-10,OG
4XUF,1,1.49E-10,1.66E-10,OG
4XVQ,0.999999762,2.55E-07,1.34E-09,OG
4XVR,0.999992609,1.52E-07,7.22E-06,OG
4XXB,0.996939242,0.003014908,4.59E-05,OG
4XYF,1,2.50E-11,1.09E-08,OG
4YKN,0.207953945,0.78777796,0.004268072,TSG
4YM5,0.629719973,0.000228097,0.37005192,OG
4YM6,0.817291796,0.00129854,0.181409627,OG
4YON,0.99962604,0.000342992,3.10E-05,OG
4Z16,0.952208161,0.043289181,0.004502659,OG
4Z2M,0.547861278,0.003327943,0.448810786,OG
4ZAU,0.999919116,1.92E-05,6.17E-05,OG
4ZFI,1,1.79E-08,5.56E-09,OG
4ZGK,1,1.21E-10,4.63E-09,OG
4ZJV,0.999853492,0.000142591,3.94E-06,OG
4ZOP,0.457874388,0.541918218,0.000207393,TSG
4ZSE,0.993411899,0.003699947,0.002888156,OG
4ZXT,0.999997437,4.08E-07,2.16E-06,OG
4ZYC,0.999799907,0.000199862,2.49E-07,OG
4ZYF,0.934531033,0.065225728,0.000243241,OG
4ZYI,0.999998391,2.01E-07,1.41E-06,OG
4ZZM,0.999994159,5.84E-06,7.24E-10,OG
4ZZN,1,1.53E-08,7.24E-11,OG
4ZZO,0.99999994,3.03E-08,4.96E-09,OG
521P,0.999997139,2.62E-06,2.30E-07,OG
5AFG,0.996398151,0.00333332,0.000268536,OG
5AV5,0.528335333,0.000258515,0.471406162,OG
5AV6,0.295184433,0.002668041,0.702147543,Fusion
5AV8,0.577281296,0.01020683,0.412511855,OG
5AV9,0.565990269,0.001325717,0.432684004,OG
5AVB,0.589264989,0.003822073,0.406912923,OG
5AVC,0.593284607,0.00157551,0.405139834,OG
5AX3,0.999993384,6.44E-06,2.04E-07,OG
5AY8,0.139091089,0.000182549,0.860726357,Fusion
5B24,0.051191293,2.36E-05,0.948785126,Fusion
5B2I,0.532904387,0.000967116,0.466128498,OG
5B2J,0.02864022,0.004582291,0.966777503,Fusion
5B2Z,0.999994695,5.33E-06,2.08E-09,OG
5B30,1,1.12E-08,3.79E-09,OG
5B31,0.31931898,2.13E-06,0.680678904,Fusion
5B32,0.734557927,0.002677883,0.262764186,OG
5B33,0.539716184,0.002489606,0.457794189,OG
5BUE,0.999773383,0.000226257,3.84E-07,OG
5BUI,0.999585271,0.000414714,2.36E-08,OG
5BUJ,0.999995649,3.13E-06,1.19E-06,OG
5BVD,1,1.08E-10,5.85E-14,OG
5BVE,0.999981701,1.83E-05,8.85E-09,OG
5BVF,0.999998748,1.23E-06,1.16E-09,OG
5BX0,0.000516815,1.89E-06,0.99948132,Fusion
5BX6,0.999996006,4.77E-07,3.52E-06,OG
5BX7,0.99999392,5.13E-06,9.65E-07,OG
5C3I,0.967093945,0.031257719,0.001648319,OG
5C5A,0.999999881,1.35E-07,3.86E-12,OG
5C8K,1,9.21E-13,1.37E-11,OG
5C8M,1,1.01E-09,3.32E-09,OG
5C8N,1,4.86E-10,3.14E-12,OG
5CAL,1,5.39E-12,5.28E-10,OG
5CAN,0.99999994,2.98E-08,3.66E-09,OG
5CAO,1,5.04E-10,7.84E-09,OG
5CAP,0.99999994,3.12E-08,5.46E-10,OG
5CAQ,1,5.05E-10,1.04E-10,OG
5CAS,1,2.68E-09,1.16E-10,OG
5CAU,1,1.88E-09,8.10E-11,OG
5CAV,1,8.10E-09,3.21E-09,OG
5CNN,0.999992132,7.82E-06,1.73E-08,OG
5CNO,0.999999821,2.00E-07,2.02E-10,OG
5CPI,0.404225022,0.004003936,0.591771007,Fusion
5CPJ,0.092753001,0.764260352,0.14298667,TSG
5CPK,0.018403776,1.41E-06,0.981594801,Fusion
5CQZ,0.992025375,0.00028431,0.007690304,OG
5CR7,0.9990713,0.000859607,6.91E-05,OG
5CUS,0.995172858,0.004825395,1.74E-06,OG
5CZH,0.99999994,2.99E-08,4.74E-09,OG
5CZI,0.999999762,1.33E-07,1.13E-07,OG
5D41,0.99997443,2.55E-05,3.56E-08,OG
5DE1,0.997607052,0.002377549,1.54E-05,OG
5DF6,0.999998868,1.10E-06,1.28E-09,OG
5DG5,0.9999879,1.16E-05,5.50E-07,OG
5DIS,0.363769591,0.000154858,0.636075556,Fusion
5DXH,0.999342859,1.92E-05,0.000637892,OG
5DXT,0.993316591,0.005589266,0.001094157,OG
5E95,0.999996722,3.09E-06,1.82E-07,OG
5EDP,0.999999821,1.52E-07,5.49E-08,OG
5EDQ,1,2.04E-10,3.87E-10,OG
5EDR,0.999999464,4.36E-07,8.24E-08,OG
5EHP,0.99999994,6.55E-08,3.19E-10,OG
5EHR,0.999940991,5.88E-05,2.38E-07,OG
5EM5,1,2.67E-12,2.35E-14,OG
5EM6,1,1.23E-12,1.09E-12,OG
5EM7,1,1.33E-10,4.93E-11,OG
5EM8,0.999999702,2.42E-07,4.79E-08,OG
5EOB,0.999998987,1.23E-08,1.01E-06,OG
5EW3,0.999999821,1.81E-07,1.00E-10,OG
5EYC,0.99999994,2.89E-11,5.18E-08,OG
5EYD,1,1.86E-12,6.33E-12,OG
5EYM,0.999963522,3.42E-05,2.31E-06,OG
5F2E,0.995096028,0.00473808,0.000165917,OG
5FED,0.999998689,1.09E-06,2.29E-07,OG
5FEE,1,9.21E-09,5.30E-12,OG
5FEQ,0.999960184,1.96E-05,2.02E-05,OG
5FI0,0.175523162,0.000188943,0.824287891,Fusion
5FI4,0.506635547,0.48699519,0.006369248,OG
5GMP,0.999998033,1.41E-06,5.82E-07,OG
